Package Name,Destination,Duration,Price,Package Description
Backpacker Varanasi Package 9024,Varanasi,11,118598,"Experience a backpacker 11-day trip to Varanasi. This package includes ganga aarti, street food walks and yoga sessions."
Modern Thailand Package 9025,Thailand,12,265590,"Experience a modern 12-day trip to Thailand. This package includes muay thai shows, street food tours and temple visits."
Modern France Package 9026,France,6,69048,"Experience a modern 6-day trip to France. This package includes eiffel tower visits, museum tours and wine tasting."
Backpacker Switzerland Package 9027,Switzerland,12,275355,"Experience a backpacker 12-day trip to Switzerland. This package includes paragliding, scenic train rides and mountain hiking."
Relaxing Hawaii Package 9028,Hawaii,12,362623,"Experience a relaxing 12-day trip to Hawaii. This package includes beach surfing, helicopter tours and whale watching."
Heritage Thailand Package 9029,Thailand,14,398664,"Experience a heritage 14-day trip to Thailand. This package includes island hopping, muay thai shows and temple visits."
Relaxing Australia Package 9030,Australia,3,484072,"Experience a relaxing 3-day trip to Australia. This package includes opera house tours, kangaroo spotting and great barrier reef diving."
Family-friendly Brazil Package 9031,Brazil,13,328869,"Experience a family-friendly 13-day trip to Brazil. This package includes football matches, carnival celebrations and samba dancing."
Heritage Andaman Package 9032,Andaman,4,109469,"Experience a heritage 4-day trip to Andaman. This package includes snorkeling, island hopping and beach camping."
Luxury Udaipur Package 9033,Udaipur,11,54259,"Experience a luxury 11-day trip to Udaipur. This package includes boat rides, puppet shows and lake palace tours."
Modern Manali Package 9034,Manali,13,61505,"Experience a modern 13-day trip to Manali. This package includes temple visits, skiing and river rafting."
Backpacker Goa Package 9035,Goa,8,40983,"Experience a backpacker 8-day trip to Goa. This package includes church visits, beach parties and water sports."
Heritage Bali Package 9036,Bali,14,256686,"Experience a heritage 14-day trip to Bali. This package includes surfing lessons, temple visits and rice terrace treks."
Backpacker Thailand Package 9037,Thailand,7,434454,"Experience a backpacker 7-day trip to Thailand. This package includes elephant sanctuaries, temple visits and island hopping."
Family-friendly Thailand Package 9038,Thailand,5,359089,"Experience a family-friendly 5-day trip to Thailand. This package includes muay thai shows, island hopping and floating markets."
Budget Iceland Package 9039,Iceland,12,220769,"Experience a budget 12-day trip to Iceland. This package includes hot spring bathing, volcano tours and ice cave exploring."
Budget Australia Package 9040,Australia,7,283965,"Experience a budget 7-day trip to Australia. This package includes outback adventures, surfing lessons and opera house tours."
Budget Hawaii Package 9041,Hawaii,3,182007,"Experience a budget 3-day trip to Hawaii. This package includes whale watching, volcano tours and helicopter tours."
Adventurous Varanasi Package 9042,Varanasi,7,23540,"Experience a adventurous 7-day trip to Varanasi. This package includes silk weaving tours, yoga sessions and street food walks."
Backpacker Kenya Package 9043,Kenya,8,445185,"Experience a backpacker 8-day trip to Kenya. This package includes mountain climbing, wildlife safari and bird watching."
Luxury Japan Package 9044,Japan,10,378947,"Experience a luxury 10-day trip to Japan. This package includes tea ceremonies, temple tours and bullet train rides."
Backpacker Australia Package 9045,Australia,10,53827,"Experience a backpacker 10-day trip to Australia. This package includes koala sanctuaries, surfing lessons and outback adventures."
Cultural Hawaii Package 9046,Hawaii,9,382765,"Experience a cultural 9-day trip to Hawaii. This package includes snorkeling, beach surfing and luau feasts."
Premium Hawaii Package 9047,Hawaii,14,221912,"Experience a premium 14-day trip to Hawaii. This package includes luau feasts, whale watching and helicopter tours."
Scenic Goa Package 9048,Goa,9,85186,"Experience a scenic 9-day trip to Goa. This package includes flea markets, water sports and sunset cruises."
Scenic Switzerland Package 9049,Switzerland,13,115771,"Experience a scenic 13-day trip to Switzerland. This package includes skiing, mountain hiking and scenic train rides."
Adventurous France Package 9050,France,7,163957,"Experience a adventurous 7-day trip to France. This package includes cheese tasting, river cruises and eiffel tower visits."
Family-friendly Shimla Package 9051,Shimla,7,159080,"Experience a family-friendly 7-day trip to Shimla. This package includes mall road shopping, colonial architecture tours and nature walks."
Family-friendly Switzerland Package 9052,Switzerland,10,273877,"Experience a family-friendly 10-day trip to Switzerland. This package includes mountain hiking, lake cruises and skiing."
Adventurous Japan Package 9053,Japan,9,453368,"Experience a adventurous 9-day trip to Japan. This package includes cherry blossom viewing, temple tours and tea ceremonies."
Budget Japan Package 9054,Japan,12,134682,"Experience a budget 12-day trip to Japan. This package includes tea ceremonies, bullet train rides and sushi tasting."
Scenic Italy Package 9055,Italy,4,446301,"Experience a scenic 4-day trip to Italy. This package includes wine vineyard visits, colosseum tours and fashion district shopping."
Romantic Bhutan Package 9056,Bhutan,8,264698,"Experience a romantic 8-day trip to Bhutan. This package includes himalayan viewing, monastery treks and festival dances."
Backpacker Shimla Package 9057,Shimla,12,19484,"Experience a backpacker 12-day trip to Shimla. This package includes apple orchard visits, nature walks and toy train rides."
Budget Jaipur Package 9058,Jaipur,13,131149,"Experience a budget 13-day trip to Jaipur. This package includes block printing workshops, palace visits and fort tours."
Romantic Ladakh Package 9059,Ladakh,14,174687,"Experience a romantic 14-day trip to Ladakh. This package includes monastery visits, pangong lake tours and camping under stars."
Cultural Kerala Package 9060,Kerala,4,22385,"Experience a cultural 4-day trip to Kerala. This package includes kathakali shows, spice garden walks and houseboat cruises."
Luxury Brazil Package 9061,Brazil,7,102954,"Experience a luxury 7-day trip to Brazil. This package includes christ the redeemer visits, football matches and samba dancing."
Backpacker Japan Package 9062,Japan,8,215207,"Experience a backpacker 8-day trip to Japan. This package includes cherry blossom viewing, sushi tasting and tea ceremonies."
Heritage Kerala Package 9063,Kerala,9,98355,"Experience a heritage 9-day trip to Kerala. This package includes ayurveda spa, houseboat cruises and backwater kayaking."
Family-friendly Kerala Package 9064,Kerala,13,107151,"Experience a family-friendly 13-day trip to Kerala. This package includes ayurveda spa, backwater kayaking and kathakali shows."
Budget Bali Package 9065,Bali,13,183878,"Experience a budget 13-day trip to Bali. This package includes temple visits, scuba diving and monkey forest tours."
Family-friendly Kerala Package 9066,Kerala,3,40722,"Experience a family-friendly 3-day trip to Kerala. This package includes backwater kayaking, houseboat cruises and tea plantation tours."
Heritage Thailand Package 9067,Thailand,5,74227,"Experience a heritage 5-day trip to Thailand. This package includes elephant sanctuaries, muay thai shows and island hopping."
Modern Goa Package 9068,Goa,7,133088,"Experience a modern 7-day trip to Goa. This package includes sunset cruises, water sports and beach parties."
Relaxing Brazil Package 9069,Brazil,4,139040,"Experience a relaxing 4-day trip to Brazil. This package includes rainforest treks, carnival celebrations and copacabana beach."
Premium Italy Package 9070,Italy,9,106634,"Experience a premium 9-day trip to Italy. This package includes colosseum tours, wine vineyard visits and fashion district shopping."
Scenic Kerala Package 9071,Kerala,9,132041,"Experience a scenic 9-day trip to Kerala. This package includes tea plantation tours, backwater kayaking and spice garden walks."
Romantic Australia Package 9072,Australia,8,466875,"Experience a romantic 8-day trip to Australia. This package includes outback adventures, great barrier reef diving and kangaroo spotting."
Budget Italy Package 9073,Italy,12,413887,"Experience a budget 12-day trip to Italy. This package includes colosseum tours, fashion district shopping and gondola rides."
Modern Bhutan Package 9074,Bhutan,5,356052,"Experience a modern 5-day trip to Bhutan. This package includes archery matches, himalayan viewing and mountain pass tours."
Budget Andaman Package 9075,Andaman,3,38373,"Experience a budget 3-day trip to Andaman. This package includes island hopping, glass bottom boat rides and snorkeling."
Luxury Switzerland Package 9076,Switzerland,7,226844,"Experience a luxury 7-day trip to Switzerland. This package includes scenic train rides, paragliding and lake cruises."
Scenic Rishikesh Package 9077,Rishikesh,9,76670,"Experience a scenic 9-day trip to Rishikesh. This package includes river rafting, yoga retreats and meditation sessions."
Cultural Udaipur Package 9078,Udaipur,3,182464,"Experience a cultural 3-day trip to Udaipur. This package includes heritage walks, puppet shows and boat rides."
Adventurous Bali Package 9079,Bali,7,395309,"Experience a adventurous 7-day trip to Bali. This package includes temple visits, monkey forest tours and yoga retreats."
Cultural Italy Package 9080,Italy,13,169190,"Experience a cultural 13-day trip to Italy. This package includes wine vineyard visits, colosseum tours and pasta making classes."
Scenic Kerala Package 9081,Kerala,11,94493,"Experience a scenic 11-day trip to Kerala. This package includes ayurveda spa, backwater kayaking and houseboat cruises."
Family-friendly Ladakh Package 9082,Ladakh,13,181233,"Experience a family-friendly 13-day trip to Ladakh. This package includes monastery visits, high altitude trekking and mountain biking."
Adventurous Turkey Package 9083,Turkey,11,69004,"Experience a adventurous 11-day trip to Turkey. This package includes turkish bath, mosque tours and hot air balloon rides."
Cultural Ladakh Package 9084,Ladakh,7,70638,"Experience a cultural 7-day trip to Ladakh. This package includes yak safaris, mountain biking and high altitude trekking."
